measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6929877787454412800	-0.412073	-0.0983712	-0.164678	-0.0961364	-0.210084	-0.0956026
6929877793917736960	-0.414266	-0.0981718	-0.163935	-0.0971846	-0.21092	-0.0962521
6929877800389657600	-0.412446	-0.0972425	-0.162427	-0.0966509	-0.21174	-0.0963518
6929877806852984832	-0.41233	-0.0969177	-0.164935	-0.096191	-0.21085	-0.0980207
6929877813316311040	-0.413536	-0.0979885	-0.155405	-0.0964611	-0.210432	-0.0968213
6929877819779637248	-0.415703	-0.0980593	-0.157238	-0.0968084	-0.212814	-0.0968567
6929877826242964480	-0.412221	-0.0979692	-0.163366	-0.0970239	-0.213396	-0.0959402
6929877832706288640	-0.413504	-0.0979949	-0.155594	-0.0963068	-0.21093	-0.0953711
6929877839178210304	-0.416176	-0.0974933	-0.162578	-0.0955801	-0.212564	-0.096265
6929877845641535488	-0.412642	-0.0977538	-0.159659	-0.096564	-0.208795	-0.0970624
6929877852113456128	-0.416449	-0.0985512	-0.163357	-0.0970624	-0.215512	-0.09722
6929877858576784384	-0.416057	-0.0980657	-0.159713	-0.096146	-0.209615	-0.0974676
6929877865040108544	-0.416125	-0.0985159	-0.163643	-0.0962103	-0.212702	-0.0959435
6929877871503434752	-0.415488	-0.0976991	-0.159816	-0.0959788	-0.211638	-0.0972393
6929877877966760960	-0.412941	-0.097667	-0.156633	-0.0959627	-0.210718	-0.096921
6929877884430088192	-0.41406	-0.0982876	-0.156639	-0.0960721	-0.211654	-0.0953679
6929877890902009856	-0.414797	-0.0984837	-0.164032	-0.0964933	-0.213785	-0.096101
6929877897365334016	-0.414768	-0.0981332	-0.15716	-0.0965448	-0.207895	-0.0974194
6929877903828662272	-0.420742	-0.0976863	-0.148356	-0.0967956	-0.212155	-0.0971943
6929877910291987456	-0.413649	-0.0959145	-0.156707	-0.0972136	-0.209239	-0.0968181
6929877916755312640	-0.413494	-0.0984258	-0.154003	-0.0960496	-0.208782	-0.0971686
6929877923218638848	-0.415851	-0.0977924	-0.164479	-0.0963711	-0.213924	-0.096728
6929877929681965056	-0.414742	-0.0980368	-0.161086	-0.096519	-0.210798	-0.0959917
6929877936145291264	-0.413929	-0.0972972	-0.155771	-0.0972908	-0.208059	-0.0956251
6929877942612914176	-0.416234	-0.0977666	-0.164093	-0.0964258	-0.212757	-0.0968631
6929877949076239360	-0.415877	-0.097712	-0.163157	-0.0968663	-0.214978	-0.0966091
6929877955539566592	-0.40425	-0.0877503	-0.144263	-0.0867407	-0.200914	-0.0873291
6929877962002892800	-0.412871	-0.0967731	-0.155723	-0.0962361	-0.209721	-0.0960849
6929877968466217984	-0.41379	-0.0976798	-0.153945	-0.09613	-0.211686	-0.0968406
6929877974929544192	-0.415134	-0.0988953	-0.163132	-0.0956444	-0.214422	-0.0973776
6929877981392871424	-0.415093	-0.0973969	-0.164302	-0.0955447	-0.211583	-0.096847
6929877987856198656	-0.404141	-0.0862808	-0.147761	-0.0870783	-0.200158	-0.0840975
6929877994319521792	-0.41361	-0.0979146	-0.155118	-0.0956412	-0.210515	-0.0968695
6929878000782850048	-0.41516	-0.0981654	-0.163604	-0.0972489	-0.210236	-0.097294
6929878007246175232	-0.415379	-0.0965705	-0.164353	-0.0967345	-0.214872	-0.0968663
6929878013709501440	-0.416376	-0.0961975	-0.164318	-0.0966026	-0.211728	-0.0959853
6929878020172826624	-0.4129	-0.0988245	-0.163128	-0.0962007	-0.209477	-0.0972747
6929878026636156928	-0.414617	-0.0977441	-0.161659	-0.0965769	-0.213216	-0.0961139
6929878033099479040	-0.415919	-0.098413	-0.163919	-0.096548	-0.21367	-0.0968052
6929878039562805248	-0.414726	-0.0977248	-0.164903	-0.0962039	-0.213294	-0.0953003
6929878046026132480	-0.41481	-0.0979885	-0.164566	-0.0964611	-0.211525	-0.0974515
6929878052498052096	-0.411938	-0.0980657	-0.163829	-0.0964837	-0.212863	-0.0987345
