measurement_time	3D_X	3D_Z	2D_Y2	2D_Y1	2D_X1	2D_X2
6931031803673323520	-0.378272	-1.97717	-0.0956283	-0.060351	-2.7242	-7.11559
6931031797209997312	-0.388481	-1.99469	-0.112359	-0.077808	-2.73543	-7.13451
6931031790746671104	-0.401459	-2.00701	-0.12752	-0.0887889	-2.74885	-7.14674
6931031784283344896	-0.403507	-2.0058	-0.11869	-0.0890237	-2.74095	-7.14629
6931031777811423232	-0.382281	-1.98051	-0.1035	-0.0647048	-2.72606	-7.12221
6931031771348098048	-0.385622	-1.99133	-0.113011	-0.0741552	-2.73378	-7.13042
6931031764876177408	-0.401607	-2.0069	-0.11932	-0.090371	-2.74848	-7.14635
6931031758412850176	-0.401787	-2.00325	-0.11386	-0.0859336	-2.74124	-7.1431
6931031751949523968	-0.380947	-1.97941	-0.098786	-0.0617272	-2.72286	-7.1172
6931031745486197760	-0.376719	-1.9768	-0.0972972	-0.0612288	-2.72447	-7.11671
6931031739022871552	-0.394369	-2.00307	-0.122307	-0.0848692	-2.74415	-7.14189
6931031732559545344	-0.404751	-2.00656	-0.117786	-0.0886314	-2.75104	-7.14591
6931031726096220160	-0.402288	-2.00579	-0.12741	-0.0888918	-2.74852	-7.14642
6931031719632893952	-0.376259	-1.97559	-0.100696	-0.0594506	-2.71876	-7.11503
6931031713169567744	-0.384365	-1.98781	-0.110166	-0.0728593	-2.73255	-7.12836
6931031706706241536	-0.398259	-2.00663	-0.127121	-0.089506	-2.74641	-7.14603
6931031700242915328	-0.40551	-2.00727	-0.11932	-0.0897247	-2.7471	-7.14653
6931031693779590144	-0.398488	-2.00359	-0.129218	-0.0858853	-2.7433	-7.14296
6931031687316263936	-0.37578	-1.97304	-0.0939209	-0.0541804	-2.72044	-7.1103
6931031680852937728	-0.388243	-1.99075	-0.117658	-0.0739719	-2.73885	-7.13032
6931031674389611520	-0.400491	-2.00567	-0.134777	-0.0897632	-2.74809	-7.14583
6931031667926285312	-0.40451	-2.00752	-0.115516	-0.0900591	-2.74721	-7.14695
6931031661462959104	-0.386465	-1.98654	-0.110214	-0.0686309	-2.72722	-7.12608
6931031654999632896	-0.3775	-1.97832	-0.0958631	-0.0627079	-2.72274	-7.11767
6931031648527712256	-0.399629	-2.00779	-0.131623	-0.0892488	-2.74908	-7.14532
6931031642064386048	-0.404899	-2.00755	-0.119368	-0.0890333	-2.74819	-7.1462
6931031635601059840	-0.397349	-1.99868	-0.108076	-0.0803289	-2.7407	-7.13729
